V5##VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Recent Total Median View Count,YouTube Recent Total Popularity,YouTube Recent Total Highest View Count,YouTube Recent Total Highest Viewed URL,YouTube Recent Livestream Median View Count,YouTube Recent Livestream Popularity,YouTube Recent Livestream Highest View Count,YouTube Recent Livestream Highest Viewed URL,YouTube Recent Video Median View Count,YouTube Recent Video Popularity,YouTube Recent Video Highest View Count,YouTube Recent Video Highest Viewed URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Popularity,Twitch Recent Highest View Count,Twitch Recent Highest Viewed URL
1c5619a4ece046dd8ba68ed343489ca3,523000,109832080,8547,5257,479386,https://www.youtube.com/watch?v=PvNfqldUAmU,4797,2505,6491,https://www.youtube.com/watch?v=xIO-DgEXF0Q,47253,13697,479386,https://www.youtube.com/watch?v=PvNfqldUAmU,31811,0,0,0,
f6a4e7aa8d0c4e5cb39d199845ec4d02,455000,53583122,13839,3057,56333,https://www.youtube.com/watch?v=rngB01A15UE,6235,3057,8463,https://www.youtube.com/watch?v=gtGCqych0X4,14434,3190,56333,https://www.youtube.com/watch?v=rngB01A15UE,112699,29772,8815,54759,https://www.twitch.tv/videos/2327266242
664e1b310cf343b78623f99b31e40fae,396000,59086760,1251,1074,1785,https://www.youtube.com/watch?v=1-Ol9PVoXj0,1785,1564,1785,https://www.youtube.com/watch?v=1-Ol9PVoXj0,718,585,718,https://www.youtube.com/watch?v=erWAgK2QY38,17221,0,0,0,
5535c9524eb046c38e172ebfa06b302f,363000,98784016,14262,5804,103904,https://www.youtube.com/watch?v=KKGNI5ZBSy0,24950,10210,103904,https://www.youtube.com/watch?v=KKGNI5ZBSy0,7860,2580,31966,https://www.youtube.com/watch?v=aenFEtwviuA,71258,3327,1360,7615,https://www.twitch.tv/videos/2329790837
4b6b055ada4d4f0ab63b7ad02a3fa3ef,227000,17452341,3082,1551,4869,https://www.youtube.com/watch?v=jEfBwTw7FGw,2851,504,3296,https://www.youtube.com/watch?v=GUZS2uS_8I0,3597,1567,4869,https://www.youtube.com/watch?v=jEfBwTw7FGw,55717,2289,823,3196,https://www.twitch.tv/videos/2326274512
897400f2658a483286ca6acc927006ca,223000,32942887,2462,1445,13558,https://www.youtube.com/watch?v=uXyug1iZkUE,2495,1406,5780,https://www.youtube.com/watch?v=FOi5Zf7tN9U,2299,1445,13558,https://www.youtube.com/watch?v=uXyug1iZkUE,10040,0,0,0,
a9f6574e98f34b20a05269134930fb50,222000,8993647,5333,987,8641,https://www.youtube.com/watch?v=OTZzHMWImxI,5333,987,8641,https://www.youtube.com/watch?v=OTZzHMWImxI,0,0,0,,0,0,0,0,
7c06b9e316ce4ac18ce836cd72442bbe,209000,46685038,11547,6128,60217,https://www.youtube.com/watch?v=rjmBnedZCWE,11121,4572,60217,https://www.youtube.com/watch?v=rjmBnedZCWE,16417,8844,29462,https://www.youtube.com/watch?v=1ldrg4Jc77o,52220,4304,1786,16365,https://www.twitch.tv/videos/2340572837
abd64c9a64e04fb1b23faa2480c1c106,199000,68938762,1592,769,192283,https://www.youtube.com/watch?v=BHueOE7cMDU,1331,350,7029,https://www.youtube.com/watch?v=bT0asLvB3jE,13604,7970,192283,https://www.youtube.com/watch?v=BHueOE7cMDU,2048,0,0,0,
312fdd3c5e6d4aefa73fd3860ecc5613,185000,25681944,8020,3344,18643,https://www.youtube.com/watch?v=rO4ctI4ddw0,8020,3344,18643,https://www.youtube.com/watch?v=rO4ctI4ddw0,10243,3368,14699,https://www.youtube.com/watch?v=gLtpRVwkPKU,13538,0,0,0,
d837e8fda137492c9d77882b98ff863a,176000,39285204,50271,20243,531604,https://www.youtube.com/watch?v=SSnCAPbPnlw,23527,13577,90005,https://www.youtube.com/watch?v=hMqd0gtWpjw,177033,80806,531604,https://www.youtube.com/watch?v=SSnCAPbPnlw,6551,2253,1200,2625,https://www.twitch.tv/videos/2336322112
265a18972d244affae35711cfd1f9931,170000,17159561,4950,2140,27920,https://www.youtube.com/watch?v=OrMGB8ZBOTk,4950,2345,27920,https://www.youtube.com/watch?v=OrMGB8ZBOTk,6296,1661,10320,https://www.youtube.com/watch?v=6lKt9zzFuFs,10235,911,351,1359,https://www.twitch.tv/videos/2334132023
e93bd1102e214cbaa71cc5b2e4a53595,163000,24153464,17791,10257,65487,https://www.youtube.com/watch?v=8184iqrNyC4,17791,9924,32337,https://www.youtube.com/watch?v=_Ni4UugmzOo,17140,12043,65487,https://www.youtube.com/watch?v=8184iqrNyC4,71990,28228,12772,35654,https://www.twitch.tv/videos/2337148504
21428cae24af4607bffe25cb2746daa6,145000,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,
c04f006e69e04000a68cd0c41f888eb2,144000,9675264,5003,3001,7372,https://www.youtube.com/watch?v=ljNe5dLWS2k,5003,3001,7372,https://www.youtube.com/watch?v=ljNe5dLWS2k,0,0,0,,0,0,0,0,
f110fd69b66941bab04de9ada563c6ac,142000,13619960,3718,1765,9807,https://www.youtube.com/watch?v=IEralwKNTkQ,3619,1764,5915,https://www.youtube.com/watch?v=JDifVURvQRk,4320,2369,9807,https://www.youtube.com/watch?v=IEralwKNTkQ,5502,0,0,0,
2741a90689f342548daad7f760b0a8f7,136000,31867859,45763,18465,235132,https://www.youtube.com/watch?v=dwl2eH0V3Is,16354,11434,38777,https://www.youtube.com/watch?v=2CeSagRGvXc,56347,24826,235132,https://www.youtube.com/watch?v=dwl2eH0V3Is,4935,1576,1423,3037,https://www.twitch.tv/videos/2343103902
bafb134fd2f849898d6242d1f5f683cc,134000,17819476,6259,3108,34479,https://www.youtube.com/watch?v=7roS42wkxlA,5918,3048,34479,https://www.youtube.com/watch?v=7roS42wkxlA,6733,3630,15150,https://www.youtube.com/watch?v=mvSWQep2aNY,35347,10031,5077,24581,https://www.twitch.tv/videos/2328808495
c82ab1b4f8f64d1f84cae4ce09aa0dea,132000,18361071,13540,7289,61871,https://www.youtube.com/watch?v=MOyZIAcJUB0,13428,7461,18224,https://www.youtube.com/watch?v=kS_h6kRMRVc,13652,7118,61871,https://www.youtube.com/watch?v=MOyZIAcJUB0,45170,20522,10690,39030,https://www.twitch.tv/videos/2325531039
c65e7caaf81a43249d5132b9fe312b24,124000,6880291,13427,5625,29276,https://www.youtube.com/watch?v=2YI_LyC1FnU,14278,5706,29276,https://www.youtube.com/watch?v=2YI_LyC1FnU,5331,1453,5331,https://www.youtube.com/watch?v=KDGEVM2VgGI,0,0,0,0,
0641a9c8b9a94994aaa33e0c86fef75b,122000,20475219,7008,2948,54548,https://www.youtube.com/watch?v=suZ83kKuOV8,4586,2826,8321,https://www.youtube.com/watch?v=OIdzKFF8Ax8,15371,6194,54548,https://www.youtube.com/watch?v=suZ83kKuOV8,5563,0,0,0,
a3ce195c0069494c99849d0b1a10a7fd,121000,12206297,3032,1682,19239,https://www.youtube.com/watch?v=mhqiIpVIJ2g,3710,2852,19239,https://www.youtube.com/watch?v=mhqiIpVIJ2g,2372,1233,5557,https://www.youtube.com/watch?v=NQiaVrQNTNw,23798,10176,6927,14291,https://www.twitch.tv/videos/2338689549
58abad4aa8de49efb785367503dfd92c,120000,13592400,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,
182da09d8d454f37a52ec546cbb35e39,119000,1353718,88176,44141,313082,https://www.youtube.com/watch?v=fC7omnxpSN0,0,0,0,,88176,44141,313082,https://www.youtube.com/watch?v=fC7omnxpSN0,0,0,0,0,
494d2c5daf9f4a8a8e4538687e6be14c,111000,4750384,2072,757,3322,https://www.youtube.com/watch?v=JvCnIqQT9_M,2172,1060,3322,https://www.youtube.com/watch?v=JvCnIqQT9_M,896,454,896,https://www.youtube.com/watch?v=p22_7yG9q5c,0,0,0,0,
ab4f892ca62e4043b6287bdfe50b145d,111000,17742198,494,238,715,https://www.youtube.com/watch?v=nbTNY5mFvD8,494,238,715,https://www.youtube.com/watch?v=nbTNY5mFvD8,0,0,0,,1450,0,0,0,
6dc75ab227e34c928598bde8f2d324bf,108000,18687651,20305,5102,75770,https://www.youtube.com/watch?v=9nx1hDR_4dQ,5967,3396,14783,https://www.youtube.com/watch?v=r0WJw9FBfc0,23515,5398,75770,https://www.youtube.com/watch?v=9nx1hDR_4dQ,0,0,0,0,
