V5##VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Recent Total Median View Count,YouTube Recent Total Popularity,YouTube Recent Total Highest View Count,YouTube Recent Total Highest Viewed URL,YouTube Recent Livestream Median View Count,YouTube Recent Livestream Popularity,YouTube Recent Livestream Highest View Count,YouTube Recent Livestream Highest Viewed URL,YouTube Recent Video Median View Count,YouTube Recent Video Popularity,YouTube Recent Video Highest View Count,YouTube Recent Video Highest Viewed URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Popularity,Twitch Recent Highest View Count,Twitch Recent Highest Viewed URL
1c5619a4ece046dd8ba68ed343489ca3,523000,109718586,7124,4214,466086,https://www.youtube.com/watch?v=PvNfqldUAmU,4548,3034,6436,https://www.youtube.com/watch?v=xIO-DgEXF0Q,45949,20450,466086,https://www.youtube.com/watch?v=PvNfqldUAmU,31800,0,0,0,
f6a4e7aa8d0c4e5cb39d199845ec4d02,455000,53409715,11456,3658,55363,https://www.youtube.com/watch?v=rngB01A15UE,7075,4031,25711,https://www.youtube.com/watch?v=FqON_LuxC_k,12357,3574,55363,https://www.youtube.com/watch?v=rngB01A15UE,112525,28134,11921,54745,https://www.twitch.tv/videos/2327266242
664e1b310cf343b78623f99b31e40fae,396000,59060774,1259,323,1982,https://www.youtube.com/watch?v=pntqzuxXvBI,0,0,0,,1259,323,1982,https://www.youtube.com/watch?v=pntqzuxXvBI,17222,0,0,0,
5535c9524eb046c38e172ebfa06b302f,363000,98545013,14963,5636,100138,https://www.youtube.com/watch?v=KKGNI5ZBSy0,21027,10894,100138,https://www.youtube.com/watch?v=KKGNI5ZBSy0,7537,3178,28902,https://www.youtube.com/watch?v=aenFEtwviuA,71222,2022,1180,7614,https://www.twitch.tv/videos/2329790837
4b6b055ada4d4f0ab63b7ad02a3fa3ef,227000,17440227,2942,654,4644,https://www.youtube.com/watch?v=jEfBwTw7FGw,2795,287,3243,https://www.youtube.com/watch?v=kYoOlgrEyjw,3390,1752,4644,https://www.youtube.com/watch?v=jEfBwTw7FGw,55702,962,99,3107,https://www.twitch.tv/videos/2326274512
897400f2658a483286ca6acc927006ca,223000,32921814,2385,1138,12944,https://www.youtube.com/watch?v=uXyug1iZkUE,2442,1486,5563,https://www.youtube.com/watch?v=FOi5Zf7tN9U,1621,526,12944,https://www.youtube.com/watch?v=uXyug1iZkUE,10031,0,0,0,
a9f6574e98f34b20a05269134930fb50,222000,8990190,5571,1703,11464,https://www.youtube.com/watch?v=F0_zPOzqR6g,5571,1703,11464,https://www.youtube.com/watch?v=F0_zPOzqR6g,0,0,0,,0,0,0,0,
7c06b9e316ce4ac18ce836cd72442bbe,209000,46511870,11797,6281,59117,https://www.youtube.com/watch?v=rjmBnedZCWE,11123,5966,59117,https://www.youtube.com/watch?v=rjmBnedZCWE,15219,7644,25457,https://www.youtube.com/watch?v=wl3LI9h0FJg,52181,4539,2283,16353,https://www.twitch.tv/videos/2340572837
abd64c9a64e04fb1b23faa2480c1c106,199000,68795802,1552,724,180950,https://www.youtube.com/watch?v=BHueOE7cMDU,1321,416,6358,https://www.youtube.com/watch?v=bT0asLvB3jE,23719,2906,180950,https://www.youtube.com/watch?v=BHueOE7cMDU,2046,0,0,0,
312fdd3c5e6d4aefa73fd3860ecc5613,185000,25625211,7600,3802,18480,https://www.youtube.com/watch?v=rO4ctI4ddw0,7439,4069,18480,https://www.youtube.com/watch?v=rO4ctI4ddw0,9778,3027,14596,https://www.youtube.com/watch?v=gLtpRVwkPKU,13532,0,0,0,
d837e8fda137492c9d77882b98ff863a,172000,38047979,44122,22155,507628,https://www.youtube.com/watch?v=SSnCAPbPnlw,22937,13860,88499,https://www.youtube.com/watch?v=hMqd0gtWpjw,168030,81857,507628,https://www.youtube.com/watch?v=SSnCAPbPnlw,6340,1985,1352,2557,https://www.twitch.tv/videos/2336322112
