V5##VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Recent Total Median View Count,YouTube Recent Total Popularity,YouTube Recent Total Highest View Count,YouTube Recent Total Highest Viewed URL,YouTube Recent Livestream Median View Count,YouTube Recent Livestream Popularity,YouTube Recent Livestream Highest View Count,YouTube Recent Livestream Highest Viewed URL,YouTube Recent Video Median View Count,YouTube Recent Video Popularity,YouTube Recent Video Highest View Count,YouTube Recent Video Highest Viewed URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Popularity,Twitch Recent Highest View Count,Twitch Recent Highest Viewed URL
1c5619a4ece046dd8ba68ed343489ca3,521000,109160339,7472,5411,403058,https://www.youtube.com/watch?v=PvNfqldUAmU,4131,3054,6249,https://www.youtube.com/watch?v=xIO-DgEXF0Q,46619,30239,403058,https://www.youtube.com/watch?v=PvNfqldUAmU,31788,0,0,0,
f6a4e7aa8d0c4e5cb39d199845ec4d02,455000,53259677,11242,4978,68429,https://www.youtube.com/watch?v=wpzPnSY00Pk,6345,4034,25546,https://www.youtube.com/watch?v=FqON_LuxC_k,12144,5158,68429,https://www.youtube.com/watch?v=wpzPnSY00Pk,112497,37765,13074,74357,https://www.twitch.tv/videos/2318715322
664e1b310cf343b78623f99b31e40fae,396000,59010520,1805,379,1834,https://www.youtube.com/watch?v=VdGMGTsa7rU,1834,193,1834,https://www.youtube.com/watch?v=VdGMGTsa7rU,1777,564,1777,https://www.youtube.com/watch?v=pntqzuxXvBI,17224,0,0,0,
5535c9524eb046c38e172ebfa06b302f,362000,98015968,10954,5190,89123,https://www.youtube.com/watch?v=KKGNI5ZBSy0,14620,9345,89123,https://www.youtube.com/watch?v=KKGNI5ZBSy0,5964,2551,30259,https://www.youtube.com/watch?v=B7-WZK7Joow,71198,1846,828,7607,https://www.twitch.tv/videos/2329790837
4b6b055ada4d4f0ab63b7ad02a3fa3ef,227000,17425265,2694,918,4460,https://www.youtube.com/watch?v=jqMHiWno3nI,2507,531,4460,https://www.youtube.com/watch?v=jqMHiWno3nI,3611,1551,3896,https://www.youtube.com/watch?v=jEfBwTw7FGw,55719,597,103,2902,https://www.twitch.tv/videos/2326274512
897400f2658a483286ca6acc927006ca,223000,32899347,2385,873,12468,https://www.youtube.com/watch?v=uXyug1iZkUE,2385,1665,6194,https://www.youtube.com/watch?v=akECjdBqqWw,2459,804,12468,https://www.youtube.com/watch?v=uXyug1iZkUE,10020,0,0,0,
a9f6574e98f34b20a05269134930fb50,223000,8977471,5121,2315,11418,https://www.youtube.com/watch?v=F0_zPOzqR6g,5121,2315,11418,https://www.youtube.com/watch?v=F0_zPOzqR6g,0,0,0,,0,0,0,0,
7c06b9e316ce4ac18ce836cd72442bbe,208000,46044312,10158,5117,46418,https://www.youtube.com/watch?v=sxpvDT5BdZQ,9609,6014,15890,https://www.youtube.com/watch?v=Z_TnTJTpHSI,11501,5117,46418,https://www.youtube.com/watch?v=sxpvDT5BdZQ,51955,4276,3366,5978,https://www.twitch.tv/videos/2328178130
abd64c9a64e04fb1b23faa2480c1c106,198000,68484413,1438,718,153430,https://www.youtube.com/watch?v=BHueOE7cMDU,1393,605,4316,https://www.youtube.com/watch?v=WHc9wqHR8P0,26576,11875,153430,https://www.youtube.com/watch?v=BHueOE7cMDU,2046,80,46,106,https://www.twitch.tv/videos/2328334187
312fdd3c5e6d4aefa73fd3860ecc5613,185000,25483504,10372,3823,19995,https://www.youtube.com/watch?v=6Qvts6Gxt0w,7246,3531,19995,https://www.youtube.com/watch?v=6Qvts6Gxt0w,11224,4116,14004,https://www.youtube.com/watch?v=gLtpRVwkPKU,13526,0,0,0,
265a18972d244affae35711cfd1f9931,170000,17015972,5196,2159,32009,https://www.youtube.com/watch?v=0yDygi54E1E,5210,2194,32009,https://www.youtube.com/watch?v=0yDygi54E1E,3816,1983,16677,https://www.youtube.com/watch?v=C2nrAUJCwJ8,10210,1168,491,1922,https://www.twitch.tv/videos/2321444268
e93bd1102e214cbaa71cc5b2e4a53595,162000,23828904,15949,6174,57500,https://www.youtube.com/watch?v=8184iqrNyC4,14290,6174,26938,https://www.youtube.com/watch?v=AL2AcVKsWz4,18732,6474,57500,https://www.youtube.com/watch?v=8184iqrNyC4,71694,23547,5876,40181,https://www.twitch.tv/videos/2317214744
d837e8fda137492c9d77882b98ff863a,160000,35256882,46915,19796,431065,https://www.youtube.com/watch?v=SSnCAPbPnlw,14122,5657,83746,https://www.youtube.com/watch?v=hMqd0gtWpjw,121104,75313,431065,https://www.youtube.com/watch?v=SSnCAPbPnlw,5847,1361,1260,2362,https://www.twitch.tv/videos/2336322112
21428cae24af4607bffe25cb2746daa6,145000,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,
c04f006e69e04000a68cd0c41f888eb2,144000,9623899,7761,2965,13415,https://www.youtube.com/watch?v=VVvogSxcv14,6836,3356,13415,https://www.youtube.com/watch?v=VVvogSxcv14,10916,1473,13162,https://www.youtube.com/watch?v=ZGDxQopeea0,0,0,0,0,
f110fd69b66941bab04de9ada563c6ac,141000,13546981,3447,2173,39163,https://www.youtube.com/watch?v=_TPjyCG3oM8,4058,2496,39163,https://www.youtube.com/watch?v=_TPjyCG3oM8,3279,1191,5865,https://www.youtube.com/watch?v=NoHZjluBJns,5488,0,0,0,
bafb134fd2f849898d6242d1f5f683cc,134000,17691932,6342,3511,32808,https://www.youtube.com/watch?v=7roS42wkxlA,7220,2887,32808,https://www.youtube.com/watch?v=7roS42wkxlA,5340,3744,12026,https://www.youtube.com/watch?v=usyslgZvSVk,35259,13379,7945,24178,https://www.twitch.tv/videos/2328808495
2741a90689f342548daad7f760b0a8f7,134000,31313242,53834,22824,90930,https://www.youtube.com/watch?v=WYKlEKVuI58,19511,15998,37335,https://www.youtube.com/watch?v=2CeSagRGvXc,57108,28480,90930,https://www.youtube.com/watch?v=WYKlEKVuI58,4421,652,584,1261,https://www.twitch.tv/videos/2335671371
c82ab1b4f8f64d1f84cae4ce09aa0dea,132000,18137742,12846,7315,58685,https://www.youtube.com/watch?v=MOyZIAcJUB0,13083,7315,18563,https://www.youtube.com/watch?v=67pNg1B5754,8502,5981,58685,https://www.youtube.com/watch?v=MOyZIAcJUB0,44711,20497,10634,38918,https://www.twitch.tv/videos/2325531039
0641a9c8b9a94994aaa33e0c86fef75b,122000,20326524,8134,5457,72674,https://www.youtube.com/watch?v=RK2Y5eIJvVk,4658,2313,8134,https://www.youtube.com/watch?v=OIdzKFF8Ax8,28333,7762,72674,https://www.youtube.com/watch?v=RK2Y5eIJvVk,5539,0,0,0,
c65e7caaf81a43249d5132b9fe312b24,122000,6727452,12466,6381,27084,https://www.youtube.com/watch?v=cftQqnpcapE,12466,6933,27084,https://www.youtube.com/watch?v=cftQqnpcapE,10504,1955,20602,https://www.youtube.com/watch?v=OTou071GkjU,0,0,0,0,
a3ce195c0069494c99849d0b1a10a7fd,121000,12102687,2794,1622,5798,https://www.youtube.com/watch?v=SDlmenUYFtw,4210,1880,5798,https://www.youtube.com/watch?v=SDlmenUYFtw,2058,1345,2106,https://www.youtube.com/watch?v=NQiaVrQNTNw,23193,10212,3303,13725,https://www.twitch.tv/videos/2325625354
58abad4aa8de49efb785367503dfd92c,119000,13465702,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,
494d2c5daf9f4a8a8e4538687e6be14c,114000,4741590,2075,895,3407,https://www.youtube.com/watch?v=Dj4UZb4zrig,2309,1105,3407,https://www.youtube.com/watch?v=Dj4UZb4zrig,756,687,756,https://www.youtube.com/watch?v=p22_7yG9q5c,0,0,0,0,
ab4f892ca62e4043b6287bdfe50b145d,111000,17727106,668,365,2091,https://www.youtube.com/watch?v=TGa-Tg53hYM,668,365,2091,https://www.youtube.com/watch?v=TGa-Tg53hYM,0,0,0,,1450,0,0,0,
6dc75ab227e34c928598bde8f2d324bf,108000,18555357,18268,11231,61010,https://www.youtube.com/watch?v=9nx1hDR_4dQ,5924,3126,6533,https://www.youtube.com/watch?v=qkLIDesMXuE,20743,14762,61010,https://www.youtube.com/watch?v=9nx1hDR_4dQ,0,0,0,0,
e78cffa246c24a1c88031151cad8c385,107000,7586351,2500,1339,46891,https://www.youtube.com/watch?v=fhn4bJY38X0,1703,1054,4243,https://www.youtube.com/watch?v=0mJL1VRz-Ts,21298,7877,46891,https://www.youtube.com/watch?v=fhn4bJY38X0,2013,0,0,0,
f1b5f88144e14bd188e17b2f98303713,106000,4354712,7521,6204,7790,https://www.youtube.com/watch?v=xy4jTshLQXQ,7521,6204,7790,https://www.youtube.com/watch?v=xy4jTshLQXQ,0,0,0,,0,0,0,0,
